flight:airline,flight:flightnumber,flight:airport,datetime:date,datetime:time,flight:remainingtime,flight:aircraft,flight:altitude,flight:status,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,8:18 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,8:18 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,3:31 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,9:10 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,10:02 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,11:10 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,9:10 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,10:02 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,11:10 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Charlotte, NC (CLT)",NULL,1:40 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Charlotte, NC (CLT)",NULL,1:40 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,6:54 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,8:45 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Washington, DC (DCA)",NULL,10:32 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,6:14 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,8:45 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Salt Lake City, UT (SLC)",NULL,3:41 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Salt Lake City, UT (SLC)",NULL,3:41 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,12:12 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,5:47 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,3:22 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,5:10 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,1:58 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,9:08 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,4:41 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Los Angeles, CA (LAX)",NULL,7:37 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Islip, NY (ISP)",NULL,6:10 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,4:07 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,8:10 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,6:59 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Miami, FL (MIA)",NULL,11:18 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Miami, FL (MIA)",NULL,9:49 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Miami, FL (MIA)",NULL,3:49 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Miami, FL (MIA)",NULL,3:49 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,7:26 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,6:31 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,6:31 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Huntsville, AL (HSV)",NULL,7:08 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Huntsville, AL (HSV)",NULL,7:08 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,10:08 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,9:34 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,4:21 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,4:21 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,12:53 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,10:28 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Jackson, MS (JAN)",NULL,5:00 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Jackson, MS (JAN)",NULL,5:00 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:50 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,7:45 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,3:29 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,5:12 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,2:24 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Newark, NJ (EWR)",NULL,11:15 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,7:06 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,6:39 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Newark, NJ (EWR)",NULL,3:41 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Hartford, CT (BDL)",NULL,11:53 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,10:23 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,8:58 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Allentown, PA (ABE)",NULL,8:28 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Allentown, PA (ABE)",NULL,8:28 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,6:55 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cleveland, OH (CLE)",NULL,2:19 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,8:40 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,7:22 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cleveland, OH (CLE)",NULL,10:15 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cleveland, OH (CLE)",NULL,10:15 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Burlington, VT (BTV)",NULL,11:38 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Burlington, VT (BTV)",NULL,11:38 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,3:07 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,6:03 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,8:35 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Philadelphia, PA (PHL)",NULL,6:32 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"New York, NY (LGA)",NULL,12:46 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,9:25 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"New York, NY (LGA)",NULL,4:00 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,12:20 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Newark, NJ (EWR)",NULL,10:37 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,7:03 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"New Orleans, LA (MSY)",NULL,11:18 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,8:08 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"El Paso, TX (ELP)",NULL,3:01 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,10:17 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,11:24 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,6:24 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"San Diego, CA (SAN)",NULL,10:13 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,10:11 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,6:20 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:30 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,5:36 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,2:54 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,12:49 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,8:05 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,11:33 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,9:17 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,3:43 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,12:22 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,4:10 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,4:57 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,6:22 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Houston, TX (IAH)",NULL,10:31 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,7:02 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,8:32 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Minneapolis, MN (MSP)",NULL,5:36 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"New York, NY (LGA)",NULL,11:44 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,8:03 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,4:52 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,12:30 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"New York, NY (LGA)",NULL,6:55 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,3:51 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,10:41 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Baltimore, MD (BWI)",NULL,9:11 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,4:55 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Hartford, CT (BDL)",NULL,1:42 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,9:32 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,5:43 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Anchorage, AK (ANC)",NULL,6:22 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,3:00 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,8:51 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Spokane, WA (GEG)",NULL,9:31 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Chicago, IL (ORD)",NULL,6:46 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Spokane, WA (GEG)",NULL,9:40 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cincinnati, OH (CVG)",NULL,11:11 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cincinnati, OH (CVG)",NULL,11:11 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,3:38 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,4:44 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,2:44 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cincinnati, OH (CVG)",NULL,10:05 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Cincinnati, OH (CVG)",NULL,10:05 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,6:43 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,7:33 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,7:33 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Orlando, FL (MCO)",NULL,6:26 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:13 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"San Juan, PR, Puerto Rico (SJU)",NULL,10:22 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"San Juan, PR, Puerto Rico (SJU)",NULL,10:22 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Dallas, TX (DFW)",NULL,7:49 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Dallas, TX (DFW)",NULL,7:49 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"San Juan, PR, Puerto Rico (SJU)",NULL,11:05 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,4:49 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Santo Domingo, Dominican Republic (MDSD)",NULL,11:46 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Santo Domingo, Dominican Republic (MDSD)",NULL,11:46 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:12 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:13 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"San Juan, PR, Puerto Rico (SJU)",NULL,11:05 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,4:49 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,2:03 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,2:03 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Morristown, NJ (MMU)",NULL,7:24 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,11:28 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,8:27 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Boston, MA (BOS)",NULL,4:46 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Morristown, NJ (MMU)",NULL,7:24 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,8:35 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,6:08 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,8:35 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,7:44 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Washington, DC (DCA)",NULL,9:25 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,3:17 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Washington, DC (DCA)",NULL,9:25 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,1:09 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Washington, DC (IAD)",NULL,4:59 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,4:18 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,10:36 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,4:18 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,8:01 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Washington, DC (IAD)",NULL,4:59 PM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,8:35 AM,NULL,NULL,NULL,NULL,NULL
NULL,NULL,"Atlanta, GA (ATL)",NULL,7:58 PM,NULL,NULL,NULL,NULL,NULL
