0:PR-Day	1:PR-MonthNumber	2:PR-Year	3:PR-Day	4:PR-MonthNumber	5:PR-Year	6:PR-City	7:PR-HotelName	8:CT-Street:PR-StreetNumber	8:CT-Street:PR-StreetNumberDirection	8:CT-Street:PR-StreetName	8:CT-Street:PR-StreetType	8:CT-Street:PR-StreetDirection	9:PR-City	10:PR-State-Abbr	11:PR-ZipCode5Digit	12:PR-Price	13:PR-HotelAmenity	14:PR-HotelURL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hard Rock Hotel Chicago	230	North	Michigan	Avenue	NULL	Chicago	IL	60601	179.02	Luxury	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn of Chicago	162	East	Ohio	Street	NULL	Chicago	IL	60611	129.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston/Dedham	25	NULL	Allied	Drive	NULL	Dedham	MA	02026	89.26	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	All Suites	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Roundhouse Suites	891	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	119.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Midtown Hotel	220	NULL	Huntington	Avenue	NULL	Boston	MA	02115	99.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Howard Johnson Fenway Park	1271	NULL	Huntington	Avenue	NULL	Boston	MA	02215	135.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Logan Airport	85	NULL	Terminal	Road	NULL	Boston	MA	02128	119.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Omni Parker House	60	NULL	School	Street	NULL	Boston	MA	02108	159.00	Luxury	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Doubletree Club Hotel Boston Bayside	240	NULL	Mount Vernon	Street	NULL	Boston	MA	02125	109.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hyatt Regency Cambridge	575	NULL	Memorial	Drive	NULL	Cambridge	MA	02139	139.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Game room	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	First Class Hotel	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Game room	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hilton Boston Back Bay	40	NULL	Dalton	Street	NULL	Boston	MA	02115	139.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Luxury	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Colonnade Hotel	120	NULL	Huntington	Avenue	NULL	Boston	MA	02116	199.01	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Pets accepted	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Chandler Inn Hotel	26	NULL	Chandler	Street	NULL	Boston	MA	02116	132.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Swimming pool	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Hampton Inn and Suites Boston Crosstown Center	811	NULL	Massachusetts	Avenue	NULL	Boston	MA	02118	129.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Data port	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Room service	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Golf	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Meeting rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Fitness center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Best Western Inn at Longwood Medical	342	NULL	Longwood	Avenue	NULL	Boston	MA	02115	155.21	Non-smoking rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Family Rooms	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Dry cleaning/laundry	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	All Suites	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Wheelchair accessible	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Restaurant	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Luxury	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Business center	NULL
NULL	NULL	NULL	NULL	NULL	NULL	NULL	Copley Square Hotel	47	NULL	Huntington	Avenue	NULL	Boston	MA	02116	255.00	Non-smoking rooms	NULL
