0:PR-Airline	1:PR-FlightNumber	2:CT-Airport:PR-City	2:CT-Airport:PR-State-Abbr	2:CT-Airport:PR-Country	2:CT-Airport:PR-Airport-IataCode	3:CT-Date:PR-MonthNumber	3:CT-Date:PR-Day	3:CT-Date:PR-Year	4:CT-Time:PR-Hours	4:CT-Time:PR-Minutes	4:CT-Time:PR-TimeMeridian	5:CT-Duration:PR-Hours	5:CT-Duration:PR-Minutes	6:PR-Aircraft	7:CT-Altitude:PR-QuantitativeValue	7:CT-Altitude:PR-UnitFeet	8:PR-FlightStatus	NULL
NULL	NULL	Colorado Springs	CO	NULL	COS	NULL	NULL	NULL	08	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	12	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	10	09	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	05	25	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Grand Forks	ND	NULL	GFK	NULL	NULL	NULL	12	44	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	10	03	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	03	16	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Reno	NV	NULL	RNO	NULL	NULL	NULL	10	42	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	08	14	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	12	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	07	14	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	03	46	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	08	17	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	03	04	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	05	14	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	07	04	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	11	12	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Las Vegas	NV	NULL	LAS	NULL	NULL	NULL	03	58	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Ontario	CA	NULL	ONT	NULL	NULL	NULL	02	38	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	04	20	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	09	07	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	11	39	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	11	39	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	01	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	11	40	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	08	31	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Buffalo	NY	NULL	BUF	NULL	NULL	NULL	06	16	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	10	23	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	11	03	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	07	13	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	01	17	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	09	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	04	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	11	34	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	05	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	01	22	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Salt Lake City	UT	NULL	SLC	NULL	NULL	NULL	09	26	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	07	13	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	03	15	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	MDW	NULL	NULL	NULL	01	46	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	12	23	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Orlando	FL	NULL	MCO	NULL	NULL	NULL	08	23	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Saint Louis	MO	NULL	STL	NULL	NULL	NULL	04	37	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Omaha	NE	NULL	OMA	NULL	NULL	NULL	02	57	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Las Vegas	NV	NULL	LAS	NULL	NULL	NULL	10	00	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Miami	FL	NULL	MIA	NULL	NULL	NULL	07	16	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Atlanta	GA	NULL	ATL	NULL	NULL	NULL	02	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Atlanta	GA	NULL	ATL	NULL	NULL	NULL	02	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	New York	NY	NULL	JFK	NULL	NULL	NULL	03	57	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	New York	NY	NULL	JFK	NULL	NULL	NULL	05	49	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Atlanta	GA	NULL	ATL	NULL	NULL	NULL	10	17	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Atlanta	GA	NULL	ATL	NULL	NULL	NULL	10	17	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	11	06	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	11	04	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	08	50	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	11	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	07	50	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	12	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	10	09	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	03	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Dallas	TX	NULL	DFW	NULL	NULL	NULL	11	49	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	07	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	05	25	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	01	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Colorado Springs	CO	NULL	COS	NULL	NULL	NULL	08	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Colorado Springs	CO	NULL	COS	NULL	NULL	NULL	08	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Grand Forks	ND	NULL	GFK	NULL	NULL	NULL	12	44	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	10	03	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Reno	NV	NULL	RNO	NULL	NULL	NULL	10	42	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	08	14	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	07	14	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	12	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	04	03	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	03	16	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Columbus	OH	NULL	CMH	NULL	NULL	NULL	02	40	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cleveland	OH	NULL	CLE	NULL	NULL	NULL	06	57	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	09	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Milwaukee	WI	NULL	MKE	NULL	NULL	NULL	06	01	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Columbus	OH	NULL	CMH	NULL	NULL	NULL	02	40	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cleveland	OH	NULL	CLE	NULL	NULL	NULL	06	57	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cincinnati	OH	NULL	CVG	NULL	NULL	NULL	05	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cincinnati	OH	NULL	CVG	NULL	NULL	NULL	02	21	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Jacksonville	FL	NULL	JAX	NULL	NULL	NULL	07	58	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Jacksonville	FL	NULL	JAX	NULL	NULL	NULL	07	58	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cincinnati	OH	NULL	CVG	NULL	NULL	NULL	11	37	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Cincinnati	OH	NULL	CVG	NULL	NULL	NULL	07	22	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	07	51	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	02	29	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	05	11	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	12	20	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	08	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	03	14	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	10	23	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	05	26	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	09	35	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	02	51	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	09	11	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Boston	MA	NULL	BOS	NULL	NULL	NULL	10	52	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Minneapolis	MN	NULL	MSP	NULL	NULL	NULL	06	04	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	11	26	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	03	23	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	07	16	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Shreveport	LA	NULL	SHV	NULL	NULL	NULL	12	46	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Shreveport	LA	NULL	SHV	NULL	NULL	NULL	12	46	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	09	23	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	09	23	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	04	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Lawton	OK	NULL	LAW	NULL	NULL	NULL	11	19	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Lawton	OK	NULL	LAW	NULL	NULL	NULL	11	19	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	09	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	10	21	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	10	21	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	07	49	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Richmond	VA	NULL	RIC	NULL	NULL	NULL	08	32	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	ORD	NULL	NULL	NULL	04	32	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Palm Springs	CA	NULL	PSP	NULL	NULL	NULL	11	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	39	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	37	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	03	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Puerto Vallarta	NULL	Mexico	PVR	NULL	NULL	NULL	04	06	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	30	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	01	54	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	10	58	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	33	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	42	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	28	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Seattle	WA	NULL	SEA	NULL	NULL	NULL	02	43	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Anchorage	AK	NULL	ANC	NULL	NULL	NULL	09	32	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Washington	DC	NULL	IAD	NULL	NULL	NULL	04	48	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	07	46	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	30	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	10	47	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	08	49	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	09	05	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Los Angeles	CA	NULL	LAX	NULL	NULL	NULL	03	42	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	01	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	07	34	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	03	21	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	05	24	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Francisco	CA	NULL	SFO	NULL	NULL	NULL	11	56	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	48	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	11	48	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Los Angeles	CA	NULL	LAX	NULL	NULL	NULL	08	56	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Los Angeles	CA	NULL	LAX	NULL	NULL	NULL	08	56	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Jose	CA	NULL	SJC	NULL	NULL	NULL	05	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	03	10	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	01	01	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	12	01	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	09	41	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	07	35	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	07	32	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	10	53	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	07	38	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	08	43	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Tampa	FL	NULL	TPA	NULL	NULL	NULL	01	28	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	10	51	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	12	04	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	09	14	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Jacksonville	FL	NULL	JAX	NULL	NULL	NULL	08	49	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Norfolk	VA	NULL	ORF	NULL	NULL	NULL	06	36	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	05	05	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	San Diego	CA	NULL	SAN	NULL	NULL	NULL	05	08	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Albuquerque	NM	NULL	ABQ	NULL	NULL	NULL	03	56	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	01	18	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Phoenix	AZ	NULL	PHX	NULL	NULL	NULL	06	04	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Chicago	IL	NULL	MDW	NULL	NULL	NULL	04	00	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	02	31	PM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Fort Lauderdale	FL	NULL	FLL	NULL	NULL	NULL	11	58	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Jacksonville	FL	NULL	JAX	NULL	NULL	NULL	10	28	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	NULL	Baltimore	MD	NULL	BWI	NULL	NULL	NULL	07	46	AM	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
